40:40
0,0,0,0,0,0,2135,0,0,0,0,0,0,0,0,1778,0,0,0,0,0,0,0,0,2433,0,0,0,0,0,0,0,2190,0,0,0,0,0,0,0
0,0,0,0,0,0,2996,0,0,0,0,0,0,0,0,2276,0,0,0,0,0,0,0,0,1908,0,0,0,0,0,0,0,1254,0,0,0,0,0,0,0
0,0,0,0,0,0,1151,0,0,0,0,0,0,0,0,2166,0,0,0,0,0,0,0,0,1026,0,0,0,0,0,0,0,2256,0,0,0,0,0,0,0
0,0,0,0,0,0,2541,0,0,0,0,0,0,0,0,2170,0,0,0,0,0,0,0,0,1057,0,0,0,0,0,0,0,2791,0,0,0,0,0,0,0
1560,2777,1434,2961,2228,2967,1546,2346,2176,1491,2420,2389,2860,2812,2921,1171,2449,2705,2778,1844,2456,1877,2477,1228,1310,1946,1851,1297,1014,1964,2780,2283,2924,1865,0,0,0,0,0,0
0,0,0,0,0,0,2412,0,0,0,0,0,2670,0,0,0,0,2402,0,0,0,1689,0,0,0,0,0,2272,0,0,0,0,0,1744,0,0,0,0,0,0
0,0,0,0,0,0,2003,0,0,0,0,0,2049,0,0,0,0,2795,0,0,0,1593,0,0,0,0,0,1315,0,0,0,0,0,2966,1165,1604,1264,2005,2973,1854
0,0,0,0,0,0,1357,0,0,0,0,0,2199,0,0,0,0,2411,0,0,0,2583,0,0,0,0,0,1293,0,0,0,0,0,1863,0,0,0,0,0,0
0,0,0,0,0,0,2302,0,0,0,0,0,2114,0,0,0,0,1700,0,0,0,1080,0,0,0,0,0,2804,0,0,0,0,0,1809,0,0,0,0,0,0
0,0,0,0,0,0,2424,0,0,0,0,0,1311,0,0,0,0,2417,0,0,0,2820,0,0,0,0,0,2130,0,0,0,0,0,2469,0,0,0,0,0,0
2175,1539,2884,2316,1112,2228,2203,0,0,0,0,0,2267,2718,2735,1226,2736,2641,0,0,0,2426,0,0,0,0,0,1063,0,0,0,0,0,2206,0,0,0,0,0,0
0,0,0,0,0,0,2625,0,0,0,0,0,1296,0,0,0,0,2449,0,0,0,1638,1314,2325,1297,2613,2476,1554,1047,1147,1942,2057,1095,1929,0,0,0,0,0,0
0,0,0,0,0,0,1543,0,0,0,0,0,2208,0,0,0,0,1370,0,0,0,2761,0,0,0,0,0,1501,0,0,0,0,0,2669,0,0,0,0,0,0
0,0,0,0,0,0,1892,0,0,0,0,0,1324,0,0,0,0,1586,0,0,0,1569,0,0,0,0,0,2047,0,0,0,0,0,2053,0,0,0,0,0,0
0,0,0,0,0,0,2899,0,0,0,0,0,1318,0,0,0,0,1700,0,0,0,2312,0,0,0,0,0,2387,0,0,0,0,0,2950,1513,1058,2838,2061,2539,2960
0,0,0,0,0,0,1815,1263,1180,2551,2019,1746,2489,0,0,0,0,1939,2256,1053,1811,2462,0,0,0,0,0,2078,0,0,0,0,0,2393,0,0,0,2203,0,0
0,0,0,0,0,0,1442,0,0,0,0,0,1756,0,0,0,0,0,0,0,0,2794,0,0,0,0,0,1745,0,0,0,0,0,1388,0,0,0,2466,0,0
0,0,0,0,0,0,2602,0,0,0,0,0,1335,0,0,0,0,0,0,0,0,1084,0,0,0,0,0,2698,0,0,0,0,0,1857,0,0,0,1357,0,0
0,0,0,0,0,0,2054,0,0,0,0,0,1083,1106,1775,1888,1102,1701,1467,2022,2498,2252,2756,1751,2463,1123,1889,2398,1633,2166,1733,2445,2916,2219,0,0,0,2534,0,0
1451,1073,1547,2206,2126,1474,2171,0,0,0,0,0,1378,0,0,0,0,0,0,0,0,0,2512,0,0,0,0,0,0,0,1860,0,0,0,0,0,0,1238,0,0
0,0,0,1662,0,0,0,0,0,0,0,0,2077,0,0,0,0,0,0,0,0,0,1717,0,0,0,0,0,0,0,2733,0,0,0,0,0,0,2044,0,0
0,0,0,1898,0,0,0,0,0,0,0,0,2688,0,0,0,0,0,0,0,0,0,1711,0,0,0,0,0,0,0,2592,0,0,2706,2353,2693,1495,1060,1683,2258
0,0,0,2018,0,0,0,0,0,0,0,0,1253,0,0,0,0,0,0,0,0,0,2460,0,0,0,0,0,0,0,1690,0,0,2153,0,0,0,0,0,0
0,0,0,1134,0,0,0,0,0,0,0,0,1880,1478,2533,2350,1980,1063,2523,1012,1195,2724,2215,1820,2518,1025,0,0,0,0,2498,0,0,2457,0,0,0,0,0,0
0,0,0,1616,1192,2114,1396,1783,1238,1981,2313,1974,2784,0,0,0,0,0,0,2639,0,0,0,0,0,2898,0,0,0,0,1008,1324,2084,1465,2748,1200,1139,0,0,0
0,0,0,0,0,0,2892,0,0,0,2638,0,0,0,0,0,0,0,0,2352,0,0,0,0,0,1498,0,0,0,0,0,0,0,1084,0,0,2917,0,0,0
0,0,0,0,0,0,1591,0,0,0,2298,0,0,0,0,0,0,0,0,1425,0,0,0,0,0,1231,0,0,0,0,0,0,0,2793,0,0,1090,0,0,0
0,0,0,0,0,0,2835,0,0,0,1979,0,0,0,0,0,0,0,0,1448,0,0,0,0,0,1910,2508,2116,2901,1866,1330,1786,1187,1859,0,0,1397,0,0,0
0,0,0,0,0,0,2865,0,0,0,1649,0,0,0,0,0,0,0,0,1438,0,0,0,0,0,1877,0,0,0,0,0,0,0,0,0,0,1859,0,0,0
0,0,0,0,0,0,2621,0,0,0,2798,1859,0,0,0,0,0,0,0,2511,0,0,0,0,0,2642,0,0,0,0,0,0,0,0,0,0,1395,0,0,0
1062,2648,1070,2125,1439,2954,1965,0,0,0,0,2710,0,0,0,0,0,0,0,2177,1708,2284,1629,2790,2570,1285,2459,2120,2916,2056,2644,0,0,0,0,0,1526,2414,1300,1707
0,0,0,0,2234,0,0,0,0,0,0,1748,1599,2367,1040,2178,0,0,0,1898,0,0,0,0,0,2618,0,0,0,0,2768,2754,2662,2677,2812,2542,2953,0,0,0
0,0,0,0,2980,0,0,0,0,0,0,1830,0,0,0,1015,0,0,0,1295,0,0,0,0,0,2660,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2479,0,0,0,0,0,0,1228,0,0,0,2218,2838,0,0,1357,0,0,0,0,0,2449,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1428,1079,1323,1259,2838,1425,1822,2780,0,0,0,0,1890,0,0,1646,0,0,0,0,0,2461,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2063,0,0,0,0,2111,0,0,0,0,0,2886,0,0,2040,0,0,0,0,0,1479,1626,2545,2408,1011,2587,2632,1995,1488,2991,1238,1614,1679,2957,2073
0,0,0,0,0,1120,0,0,0,0,1458,0,0,0,0,0,2539,2423,1948,2630,2563,0,0,0,0,2801,0,0,0,0,0,0,2530,0,0,0,0,0,0,0
0,0,0,0,0,1500,0,0,0,0,2304,2159,2234,2799,1039,1984,2306,0,0,0,1038,0,0,0,0,1651,0,0,0,0,0,0,1027,0,0,0,0,0,0,0
0,0,0,0,0,1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1378,0,0,0,0,1129,0,0,0,0,0,0,2066,0,0,0,0,0,0,0
0,0,0,0,0,2522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1556,0,0,0,0,1527,0,0,0,0,0,0,1203,0,0,0,0,0,0,0
